-------------------------------------------------------
Greedy experiments over Random
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 602.1634929494904, 1.124999999999985
2, 649.1737338330439, 2.24999999999997
3, 666.146238836917, 3.374999999999993
4, 682.4279706041316, 4.49999999999994
5, 684.7319823026448, 5.624999999999949
6, 702.2366803673127, 6.749999999999986
7, 715.2818469023603, 7.874999999999969
8, 731.5620654145393, 8.99999999999988
9, 730.5747548606303, 10.124999999999904
10, 745.2747904517852, 11.249999999999899
11, 744.9571458950713, 12.374999999999947
12, 753.7007116463966, 13.499999999999972
13, 769.7116359662737, 14.624999999999904
14, 764.6934204128228, 15.749999999999938
15, 781.1572137956827, 16.87500000000004
16, 776.6342037658258, 17.99999999999976
17, 776.8563236758654, 19.124999999999766
18, 784.920039269504, 20.249999999999808
19, 790.1222023715773, 21.374999999999787
20, 790.247006727696, 22.499999999999797
21, 790.5651740379037, 23.624999999999897
22, 785.5309260834802, 24.749999999999893
23, 789.5196715559307, 25.87499999999987
24, 795.3781907308552, 26.999999999999943
25, 784.2585138951358, 28.125000000000064
26, 789.2733170820031, 29.249999999999808
27, 790.6806038566696, 30.375000000000057
28, 796.9900692440913, 31.499999999999876
29, 796.7631592306213, 32.62499999999967
30, 796.5762928239017, 33.75000000000008
31, 797.5012454987652, 34.874999999999766
32, 796.902358639197, 35.99999999999952
33, 801.9096057642331, 37.12499999999987
34, 789.9414272659458, 38.24999999999953
35, 790.9591334726304, 39.37500000000017
36, 790.6658520173403, 40.499999999999616
37, 789.4432918176606, 41.62499999999991
38, 788.4240307723929, 42.749999999999574
39, 791.958527766868, 43.87499999999931
40, 788.2474232870352, 44.999999999999595
41, 795.9721085636693, 46.124999999999936
42, 786.2078722185719, 47.249999999999794
43, 788.3990587741434, 48.37499999999961
44, 787.4089943055326, 49.49999999999979
45, 795.3458719346273, 50.62500000000017
46, 788.3287430891284, 51.74999999999974
47, 783.6320410207052, 52.87499999999981
48, 780.072948735871, 53.999999999999886
49, 791.2137392790597, 55.12499999999951
50, 781.6950121122858, 56.25000000000013
51, 780.6866371521076, 57.374999999999986
52, 781.4691058672945, 58.499999999999616
53, 782.6510834651758, 59.624999999999396
54, 777.7656128057929, 60.750000000000114
55, 776.5880463189604, 61.874999999999865
56, 784.8704780549166, 62.99999999999975
57, 780.5287953085342, 64.1249999999995
58, 771.5427086127876, 65.24999999999935
59, 773.6788150676382, 66.37500000000018
60, 777.0437364820438, 67.50000000000016
61, 771.3609205730903, 68.62499999999916
62, 769.6192970132273, 69.74999999999953
63, 768.2262457050673, 70.87500000000026
64, 766.196297332948, 71.99999999999903
65, 772.6840185787362, 73.12499999999986
66, 768.5796609572544, 74.24999999999974
67, 767.5491769307091, 75.37499999999893
68, 768.2004711620446, 76.49999999999906
69, 760.6985457802398, 77.62499999999936
70, 763.2727964863528, 78.75000000000034
71, 758.1538969173253, 79.87499999999946
72, 759.6363595782989, 80.99999999999923
73, 757.9462424090801, 82.12499999999908
74, 756.4973720341698, 83.24999999999982
75, 753.869666893489, 84.3749999999995
76, 749.3056699352614, 85.49999999999915
77, 749.6598584609112, 86.6250000000002
78, 749.6982438514663, 87.74999999999862
79, 750.0001615242579, 88.87499999999935
80, 748.8495979503889, 89.99999999999919
81, 745.3750236002318, 91.1250000000003
82, 743.0188995708597, 92.24999999999987
83, 743.4796528508095, 93.3749999999989
84, 742.8516059292126, 94.49999999999959
85, 737.5903697822606, 95.62499999999986
86, 739.1903414450871, 96.74999999999922
87, 742.5498927549761, 97.87499999999905
88, 740.185130839968, 98.99999999999957
89, 735.1266493131209, 100.12499999999974
90, 738.5354891491069, 101.25000000000034
91, 729.6487566635717, 102.37499999999868
92, 733.317868855386, 103.49999999999947
93, 732.9744122192049, 104.62499999999989
94, 731.7540713201304, 105.74999999999962
95, 729.3975753838416, 106.87499999999991
96, 734.2175344366366, 107.99999999999977
97, 725.0608649839544, 109.12499999999957
98, 724.718117728709, 110.24999999999902
99, 724.6497824691818, 111.375
100, 726.3465694595433, 112.50000000000026
101, 718.1185659097275, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 602.1634929494904, 1.124999999999985
2, 651.565008299885, 2.24999999999997
3, 666.146238836917, 3.374999999999993
4, 682.4279706041316, 4.49999999999994
5, 684.7319823026448, 5.624999999999949
6, 706.262471230936, 6.749999999999986
7, 710.0996036908075, 7.874999999999969
8, 731.8199676337911, 8.99999999999988
9, 739.1941637940998, 10.124999999999904
10, 735.8595872395609, 11.249999999999899
