-------------------------------------------------------
Greedy experiments over Random
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.526551050000002, 1.124999999999985
2, 9.958966150500006, 2.24999999999997
3, 12.479944500000006, 3.374999999999993
4, 12.568053969450007, 4.49999999999994
5, 13.584544821000005, 5.624999999999949
6, 11.563843500000008, 6.749999999999986
7, 11.685262050000008, 7.874999999999969
8, 13.545013500000005, 8.99999999999988
9, 13.413977100000006, 10.124999999999904
10, 14.551088445000008, 11.249999999999899
11, 12.574272600000002, 12.374999999999947
12, 13.560904255500006, 13.499999999999972
13, 13.21995105000001, 14.624999999999904
14, 13.377197790000006, 15.749999999999938
15, 14.073533550000004, 16.87500000000004
16, 12.882702600000005, 17.99999999999976
17, 13.241026705500001, 19.124999999999766
18, 13.131498600000004, 20.249999999999808
19, 12.104874000000006, 21.374999999999787
20, 13.67339075127406, 22.499999999999797
21, 13.551468345000004, 23.624999999999897
22, 14.33262541050001, 24.749999999999893
23, 14.625693000000007, 25.87499999999987
24, 15.007913974804504, 26.999999999999943
25, 13.864999995000009, 28.125000000000064
26, 14.805224190000004, 29.249999999999808
27, 13.187231550000003, 30.375000000000057
28, 15.118096050000002, 31.499999999999876
29, 14.647309524450003, 32.62499999999967
30, 13.72665105000001, 33.75000000000008
31, 14.247048600000008, 34.874999999999766
32, 14.253452100000008, 35.99999999999952
33, 13.749588000000003, 37.12499999999987
34, 14.649016050000006, 38.24999999999953
35, 13.893373845000003, 39.37500000000017
36, 14.192619345000006, 40.499999999999616
37, 13.189498510499998, 41.62499999999991
38, 13.921527600000005, 42.749999999999574
39, 16.00747605, 43.87499999999931
40, 14.997217824450008, 44.999999999999595
41, 15.140839050000007, 46.124999999999936
42, 14.374596600000007, 47.249999999999794
43, 15.226627500000003, 48.37499999999961
44, 14.77804905000001, 49.49999999999979
45, 14.103094095000003, 50.62500000000017
46, 13.907119500000007, 51.74999999999974
47, 14.547679440304512, 52.87499999999981
48, 14.32807155000001, 53.999999999999886
49, 14.113888129804504, 55.12499999999951
50, 14.626795050000002, 56.25000000000013
51, 15.625642360500004, 57.374999999999986
52, 15.599928600000004, 58.499999999999616
53, 15.337088410500005, 59.624999999999396
54, 14.706012600000005, 60.750000000000114
55, 15.403787100000006, 61.874999999999865
56, 14.539467910500004, 62.99999999999975
57, 14.557704817005003, 64.1249999999995
58, 14.944045050000003, 65.24999999999935
59, 14.278040550000005, 66.37500000000018
60, 15.887825550000006, 67.50000000000016
61, 14.691328650000008, 68.62499999999916
62, 15.103340550000002, 69.74999999999953
63, 14.304700395000003, 70.87500000000026
64, 16.268589000000002, 71.99999999999903
65, 15.035178690000006, 73.12499999999986
66, 15.003069345000005, 74.24999999999974
67, 14.996289910500005, 75.37499999999893
68, 15.119338500000007, 76.49999999999906
69, 15.792273000000005, 77.62499999999936
70, 15.610499469450005, 78.75000000000034
71, 15.606230895000005, 79.87499999999946
72, 14.43865860000001, 80.99999999999923
73, 14.522401867005005, 82.12499999999908
74, 15.193657845000008, 83.24999999999982
75, 15.467687100000006, 84.3749999999995
76, 14.815340550000007, 85.49999999999915
77, 13.867322829141647, 86.6250000000002
78, 15.138928485450009, 87.74999999999862
79, 15.32418210000001, 88.87499999999935
80, 14.559885000000003, 89.99999999999919
81, 14.887940895000005, 91.1250000000003
82, 15.21003465, 92.24999999999987
83, 15.572443050000004, 93.3749999999989
84, 16.462521945, 94.49999999999959
85, 15.868525050000002, 95.62499999999986
86, 16.19333055000001, 96.74999999999922
87, 15.643983056604736, 97.87499999999905
88, 16.16614502445, 98.99999999999957
89, 14.371659495000008, 100.12499999999974
90, 15.7522913055, 101.25000000000034
91, 15.898805549999997, 102.37499999999868
92, 14.551848000000003, 103.49999999999947
93, 15.656844910500004, 104.62499999999989
94, 15.51501900000001, 105.74999999999962
95, 15.35272605000001, 106.87499999999991
96, 15.148640434950005, 107.99999999999977
97, 15.442681050000008, 109.12499999999957
98, 16.432101945000007, 110.24999999999902
99, 17.82494826700501, 111.375
100, 15.616800000000007, 112.50000000000026
101, 15.339086860500004, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.526551050000002, 1.124999999999985
2, 11.080269000000005, 2.24999999999997
3, 12.479944500000006, 3.374999999999993
4, 12.568053969450007, 4.49999999999994
5, 13.584544821000005, 5.624999999999949
6, 13.451856174450006, 6.749999999999986
7, 11.554497945000005, 7.874999999999969
8, 12.865389345000002, 8.99999999999988
9, 14.7785209605, 10.124999999999904
