-------------------------------------------------------
Greedy experiments over ScaleFree
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.503104321824054, 1.124999999999985
2, 11.06040887100001, 2.24999999999997
3, 13.845275005500005, 3.374999999999993
4, 11.815037685000005, 4.49999999999994
5, 12.320589024450001, 5.624999999999949
6, 13.153872240000007, 6.749999999999986
7, 12.808578645000006, 7.874999999999969
8, 14.217432414754501, 8.99999999999988
9, 14.944909554450003, 10.124999999999904
10, 13.884930495000006, 11.249999999999899
11, 16.0621181505, 12.374999999999947
12, 13.682746705500003, 13.499999999999972
13, 16.072500910500004, 14.624999999999904
14, 16.691146510499998, 15.749999999999938
15, 15.625729624950006, 16.87500000000004
16, 17.187769610999997, 17.99999999999976
17, 18.161951422005, 19.124999999999766
18, 17.987632650000002, 20.249999999999808
19, 18.296270524804505, 21.374999999999787
20, 16.81700480550001, 22.499999999999797
21, 16.67962656945, 23.624999999999897
22, 16.530538545, 24.749999999999893
23, 17.551601329950007, 25.87499999999987
24, 16.91116129626359, 26.999999999999943
25, 16.8312088215, 28.125000000000064
26, 17.823667050000008, 29.249999999999808
27, 18.017601345000006, 30.375000000000057
28, 17.608873751955002, 31.499999999999876
29, 17.764927982505004, 32.62499999999967
30, 18.813136740715958, 33.75000000000008
31, 16.88684679, 34.874999999999766
32, 17.30125939500001, 35.99999999999952
33, 16.554251274141656, 37.12499999999987
34, 17.676077445000004, 38.24999999999953
35, 19.34567415000001, 39.37500000000017
36, 17.36186760000001, 40.499999999999616
37, 18.00928755, 41.62499999999991
38, 19.27247400000001, 42.749999999999574
39, 19.806895764449997, 43.87499999999931
40, 18.22268741445001, 44.999999999999595
41, 19.951758000000005, 46.124999999999936
42, 18.309433360500005, 47.249999999999794
43, 18.332434674450006, 48.37499999999961
44, 17.816283805500003, 49.49999999999979
45, 18.598463100000004, 50.62500000000017
46, 18.653890382505004, 51.74999999999974
47, 17.812175341455006, 52.87499999999981
48, 20.009917164829055, 53.999999999999886
49, 18.566792437324057, 55.12499999999951
50, 18.578010150000004, 56.25000000000013
51, 19.59014586600001, 57.374999999999986
52, 19.342012832505006, 58.499999999999616
53, 17.807667610499998, 59.624999999999396
54, 18.512559045000007, 60.750000000000114
55, 19.912279419449998, 61.874999999999865
56, 17.829529960500004, 62.99999999999975
57, 20.359335519450006, 64.1249999999995
58, 19.314334034999995, 65.24999999999935
59, 17.844150519450007, 66.37500000000018
60, 20.44422670050001, 67.50000000000016
61, 19.613978410500003, 68.62499999999916
62, 19.262154871031985, 69.74999999999953
63, 20.24684133030449, 70.87500000000026
64, 19.938032595000003, 71.99999999999903
65, 18.491274293036984, 73.12499999999986
66, 21.059311500000003, 74.24999999999974
67, 18.57929206050001, 75.37499999999893
68, 21.57426015050473, 76.49999999999906
69, 19.202089995000016, 77.62499999999936
70, 19.726693987324058, 78.75000000000034
71, 20.09139920550001, 79.87499999999946
72, 18.576875790000003, 80.99999999999923
73, 19.558877419804507, 82.12499999999908
74, 19.074969355499995, 83.24999999999982
75, 19.725450367005, 84.3749999999995
76, 19.396306230304507, 85.49999999999915
77, 18.926060445, 86.6250000000002
78, 19.062971190000003, 87.74999999999862
79, 18.532663960500006, 88.87499999999935
80, 18.45082215, 89.99999999999919
81, 20.032186544999995, 91.1250000000003
82, 20.35493502250501, 92.24999999999987
83, 19.259616969449997, 93.3749999999989
84, 21.433538553591653, 94.49999999999959
85, 19.159708924804505, 95.62499999999986
86, 20.624009305500003, 96.74999999999922
87, 19.9816902202545, 97.87499999999905
88, 20.347952188005, 98.99999999999957
89, 18.003829995000004, 100.12499999999974
90, 20.506234522005006, 101.25000000000034
91, 19.041956235000008, 102.37499999999868
92, 20.487252712005006, 103.49999999999947
93, 20.35662682995001, 104.62499999999989
94, 19.432315277504998, 105.74999999999962
95, 19.092159864450004, 106.87499999999991
96, 18.477530019450008, 107.99999999999977
97, 18.515973910500005, 109.12499999999957
98, 20.035665045, 110.24999999999902
99, 19.16700149622749, 111.375
100, 20.5181766, 112.50000000000026
101, 18.9686456505, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 8.484210251955004, 1.124999999999985
2, 11.512701945000007, 2.24999999999997
3, 11.668086666000004, 3.374999999999993
4, 11.063238345000013, 4.49999999999994
5, 14.36180355, 5.624999999999949
6, 11.933194200141648, 6.749999999999986
7, 14.570919756, 7.874999999999969
8, 14.009414895000003, 8.99999999999988
9, 14.527051510500002, 10.124999999999904
10, 15.759922554450005, 11.249999999999899
