-------------------------------------------------------
Greedy experiments over SmallWorld
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 10.917560574450006, 1.124999999999985
2, 9.701324190000001, 2.24999999999997
3, 11.81469902445001, 3.374999999999993
4, 11.530512945000002, 4.49999999999994
5, 12.396233200500003, 5.624999999999949
6, 12.206812360500004, 6.749999999999986
7, 12.090735495000008, 7.874999999999969
8, 12.392703945000004, 8.99999999999988
9, 12.034696840585909, 10.124999999999904
10, 12.305898000000004, 11.249999999999899
11, 11.690101705500007, 12.374999999999947
12, 12.663935550000009, 13.499999999999972
13, 12.971991600000006, 14.624999999999904
14, 13.180193100000007, 15.749999999999938
15, 12.786016050000006, 16.87500000000004
16, 12.410739000000005, 17.99999999999976
17, 13.217233500000003, 19.124999999999766
18, 13.091649714450005, 20.249999999999808
19, 14.887736550000005, 21.374999999999787
20, 11.669899500000007, 22.499999999999797
21, 12.472299, 23.624999999999897
22, 12.536163000000005, 24.749999999999893
23, 13.180774500000007, 25.87499999999987
24, 13.631764500000006, 26.999999999999943
25, 13.111839000000003, 28.125000000000064
26, 13.582988190000004, 29.249999999999808
27, 11.765222100000008, 30.375000000000057
28, 13.47571088653198, 31.499999999999876
29, 12.209139000000013, 32.62499999999967
30, 13.061704500000005, 33.75000000000008
31, 11.585980395000004, 34.874999999999766
32, 13.581651600000006, 35.99999999999952
33, 13.099580550000004, 37.12499999999987
34, 14.283217035000002, 38.24999999999953
35, 13.250892600000004, 39.37500000000017
36, 14.072894550000004, 40.499999999999616
37, 14.143423500000006, 41.62499999999991
38, 14.159219895000003, 42.749999999999574
39, 13.355740395000003, 43.87499999999931
40, 12.710150550000007, 44.999999999999595
41, 13.617924345000006, 46.124999999999936
42, 14.009826600000006, 47.249999999999794
43, 13.604608845000007, 48.37499999999961
44, 12.684221550000006, 49.49999999999979
45, 13.750888500000006, 50.62500000000017
46, 14.542266079804506, 51.74999999999974
47, 13.232389500000005, 52.87499999999981
48, 13.169478910500004, 53.999999999999886
49, 13.667878845000004, 55.12499999999951
50, 13.815946395000003, 56.25000000000013
51, 12.478734000000006, 57.374999999999986
52, 13.841415945000003, 58.499999999999616
53, 13.48522155000001, 59.624999999999396
54, 15.119638650000002, 60.750000000000114
55, 13.034164500000008, 61.874999999999865
56, 13.435312050000004, 62.99999999999975
57, 13.50212310000001, 64.1249999999995
58, 13.511306650500007, 65.24999999999935
59, 14.3725176, 66.37500000000018
60, 14.154840000000002, 67.50000000000016
61, 14.113396329141647, 68.62499999999916
62, 13.229334000000003, 69.74999999999953
63, 13.042579500000006, 70.87500000000026
64, 14.957243190000005, 71.99999999999903
65, 14.2393859055, 73.12499999999986
66, 12.816001395000006, 74.24999999999974
67, 12.781400779804509, 75.37499999999893
68, 14.727205705500007, 76.49999999999906
69, 14.3638011, 77.62499999999936
70, 14.801288445000003, 78.75000000000034
71, 14.606493345, 79.87499999999946
72, 14.041290149999998, 80.99999999999923
73, 15.735020895000005, 82.12499999999908
74, 14.626645960500005, 83.24999999999982
75, 13.572565524450008, 84.3749999999995
76, 13.325414895000003, 85.49999999999915
77, 15.733377022004998, 86.6250000000002
78, 14.854030740000008, 87.74999999999862
79, 14.091146271, 88.87499999999935
80, 14.235894000000002, 89.99999999999919
81, 15.074209845000007, 91.1250000000003
82, 14.538194550000005, 92.24999999999987
83, 14.244095929950007, 93.3749999999989
84, 14.447209500000005, 94.49999999999959
85, 14.409881550000009, 95.62499999999986
86, 15.791589000000007, 96.74999999999922
87, 14.45972310000001, 97.87499999999905
88, 14.696276445000004, 98.99999999999957
89, 15.031087200000002, 100.12499999999974
90, 14.073678000000006, 101.25000000000034
91, 13.821791895000004, 102.37499999999868
92, 14.548059000000004, 103.49999999999947
93, 14.761526444999998, 104.62499999999989
94, 14.62279374000001, 105.74999999999962
95, 14.435617499999998, 106.87499999999991
96, 14.622008755500005, 107.99999999999977
97, 15.214830774141646, 109.12499999999957
98, 14.155051500000003, 110.24999999999902
99, 14.376247384950002, 111.375
100, 14.898027069450006, 112.50000000000026
101, 14.379796867005007, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 10.202589000000005, 1.124999999999985
2, 12.189689686996479, 2.24999999999997
3, 9.876122100000005, 3.374999999999993
4, 12.220588507005006, 4.49999999999994
5, 12.000271050000002, 5.624999999999949
6, 12.735987484950007, 6.749999999999986
7, 12.317679000000005, 7.874999999999969
8, 12.635321445000006, 8.99999999999988
9, 11.988016074450005, 10.124999999999904
