-------------------------------------------------------
Greedy experiments over SmallWorld
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 5.410908000000001, 1.124999999999985
2, 7.7085225000000035, 2.24999999999997
3, 8.097268500000002, 3.374999999999993
4, 10.535597550000006, 4.49999999999994
5, 9.1607083605, 5.624999999999949
6, 8.778473100000003, 6.749999999999986
7, 10.111348845000004, 7.874999999999969
8, 11.158011256774055, 8.99999999999988
9, 11.622163360500005, 10.124999999999904
10, 12.875710050000004, 11.249999999999899
11, 12.788815050000004, 12.374999999999947
12, 12.833270550000003, 13.499999999999972
13, 12.854733345000003, 14.624999999999904
14, 14.129073000000005, 15.749999999999938
15, 13.022447422005007, 16.87500000000004
16, 13.81540005, 17.99999999999976
17, 11.879645895000001, 19.124999999999766
18, 13.148290395000007, 20.249999999999808
19, 14.052677036531993, 21.374999999999787
20, 12.860828550000004, 22.499999999999797
21, 12.877879848591652, 23.624999999999897
22, 13.476877290000004, 24.749999999999893
23, 13.216849510500012, 25.87499999999987
24, 13.046591574450005, 26.999999999999943
25, 13.731808360500002, 28.125000000000064
26, 12.913783290000003, 29.249999999999808
27, 13.365485410500003, 30.375000000000057
28, 12.3021269748045, 31.499999999999876
29, 15.453185895000004, 32.62499999999967
30, 14.684649345000006, 33.75000000000008
31, 14.563495395000007, 34.874999999999766
32, 13.650517035000007, 35.99999999999952
33, 13.752950282505008, 37.12499999999987
34, 13.392751050000006, 38.24999999999953
35, 13.88185605, 39.37500000000017
36, 13.971320550000007, 40.499999999999616
37, 14.171187600000005, 41.62499999999991
38, 13.470400395000008, 42.749999999999574
39, 13.318925895000003, 43.87499999999931
40, 14.2580736, 44.999999999999595
41, 12.915058500000004, 46.124999999999936
42, 14.195298910500004, 47.249999999999794
43, 13.72175055, 48.37499999999961
44, 14.64577524000001, 49.49999999999979
45, 15.031956600000001, 50.62500000000017
46, 13.051820842017154, 51.74999999999974
47, 14.5807298955, 52.87499999999981
48, 12.728359255500006, 53.999999999999886
49, 13.675670256727486, 55.12499999999951
50, 15.056117100000005, 56.25000000000013
51, 13.796167500000006, 57.374999999999986
52, 13.682191360500005, 58.499999999999616
53, 13.386172500000015, 59.624999999999396
54, 14.927143500000003, 60.750000000000114
55, 13.602595924804508, 61.874999999999865
56, 14.745545550000006, 62.99999999999975
57, 15.238385550000004, 64.1249999999995
58, 13.882919895, 65.24999999999935
59, 14.096695221000004, 66.37500000000018
60, 13.598348895000004, 67.50000000000016
61, 14.532654460500002, 68.62499999999916
62, 14.147712355500005, 69.74999999999953
63, 14.633167419450007, 70.87500000000026
64, 13.458361050000004, 71.99999999999903
65, 15.005069779950006, 73.12499999999986
66, 15.580818000000004, 74.24999999999974
67, 13.567194495, 75.37499999999893
68, 15.258351600000003, 76.49999999999906
69, 15.133987845000007, 77.62499999999936
70, 15.052333995000007, 78.75000000000034
71, 13.329912600000005, 79.87499999999946
72, 15.63033024000001, 80.99999999999923
73, 14.714197982505002, 82.12499999999908
74, 14.919983100000005, 83.24999999999982
75, 15.190010550000006, 84.3749999999995
76, 14.579310150000008, 85.49999999999915
77, 14.35090549500001, 86.6250000000002
78, 13.605445395000004, 87.74999999999862
79, 14.578406860500005, 88.87499999999935
80, 15.614526550500006, 89.99999999999919
81, 14.474159190000012, 91.1250000000003
82, 15.375856419450006, 92.24999999999987
83, 14.8407777, 93.3749999999989
84, 15.6959458605, 94.49999999999959
85, 15.35236605000001, 95.62499999999986
86, 15.023696085000003, 96.74999999999922
87, 15.422305050000002, 97.87499999999905
88, 13.624677945000007, 98.99999999999957
89, 13.575138345000003, 100.12499999999974
90, 14.570803845000006, 101.25000000000034
91, 14.316701445000003, 102.37499999999868
92, 16.078362345000002, 103.49999999999947
93, 14.534797855500003, 104.62499999999989
94, 14.3816628555, 105.74999999999962
95, 14.894108522505004, 106.87499999999991
96, 14.458969395000006, 107.99999999999977
97, 15.998652945, 109.12499999999957
98, 14.999060871000003, 110.24999999999902
99, 13.905035550000008, 111.375
100, 13.723321360500005, 112.50000000000026
101, 13.779793845000006, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 5.410908000000001, 1.124999999999985
2, 7.7085225000000035, 2.24999999999997
3, 8.097268500000002, 3.374999999999993
4, 10.535597550000006, 4.49999999999994
5, 9.1607083605, 5.624999999999949
6, 8.778473100000003, 6.749999999999986
7, 10.111348845000004, 7.874999999999969
8, 11.131145550000006, 8.99999999999988
9, 12.021734250000007, 10.124999999999904
10, 13.304274624450002, 11.249999999999899
