-------------------------------------------------------
Greedy experiments over RegularLattice
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 352.05322075888233, 1.124999999999985
2, 363.2565681214748, 2.24999999999997
3, 366.5878087366608, 3.374999999999993
4, 366.5159725290858, 4.49999999999994
5, 395.25820464123956, 5.624999999999949
6, 393.47263551768884, 6.749999999999986
7, 412.10540486995234, 7.874999999999969
8, 405.04865952110765, 8.99999999999988
9, 417.1502392231385, 10.124999999999904
10, 393.83579305683065, 11.249999999999899
11, 435.44875257981204, 12.374999999999947
12, 420.7245726474803, 13.499999999999972
13, 448.37923143404015, 14.624999999999904
14, 449.61214937892953, 15.749999999999938
15, 472.15422747794656, 16.87500000000004
16, 457.55266482430744, 17.99999999999976
17, 478.63810592666397, 19.124999999999766
18, 483.69719319417834, 20.249999999999808
19, 487.0143834920709, 21.374999999999787
20, 488.17650229650314, 22.499999999999797
21, 502.0744083681119, 23.624999999999897
22, 518.4382181945036, 24.749999999999893
23, 514.2722156399493, 25.87499999999987
24, 521.6938625703872, 26.999999999999943
25, 550.9249780526385, 28.125000000000064
26, 546.0188340233069, 29.249999999999808
27, 555.6055198441322, 30.375000000000057
28, 555.4674032874555, 31.499999999999876
29, 548.5260230330862, 32.62499999999967
30, 569.4370026278924, 33.75000000000008
31, 555.9968990950288, 34.874999999999766
32, 555.216947757498, 35.99999999999952
33, 570.4544244716495, 37.12499999999987
34, 574.6733666706202, 38.24999999999953
35, 579.3666791646416, 39.37500000000017
36, 572.9840503200215, 40.499999999999616
37, 596.9962370211285, 41.62499999999991
38, 581.3568076891805, 42.749999999999574
39, 597.6700146362261, 43.87499999999931
40, 613.4285392824642, 44.999999999999595
41, 622.9628497937489, 46.124999999999936
42, 616.2015800137215, 47.249999999999794
43, 622.9866482617741, 48.37499999999961
44, 627.9313138540012, 49.49999999999979
45, 618.0856701950385, 50.62500000000017
46, 633.2419348573297, 51.74999999999974
47, 650.5562206112168, 52.87499999999981
48, 650.8236486321493, 53.999999999999886
49, 665.7706349227947, 55.12499999999951
50, 673.4213461688469, 56.25000000000013
51, 677.666617103202, 57.374999999999986
52, 668.8736403477831, 58.499999999999616
53, 680.0859102790471, 59.624999999999396
54, 691.7338601950493, 60.750000000000114
55, 694.843939005571, 61.874999999999865
56, 700.8467184394519, 62.99999999999975
57, 702.1959663135851, 64.1249999999995
58, 724.7847940476819, 65.24999999999935
59, 720.3126134721771, 66.37500000000018
60, 733.4917302971505, 67.50000000000016
61, 724.5176931540528, 68.62499999999916
62, 734.0284959012959, 69.74999999999953
63, 727.7498876241982, 70.87500000000026
64, 725.6419419554547, 71.99999999999903
65, 727.0815239493411, 73.12499999999986
66, 729.1045364047341, 74.24999999999974
67, 701.981609428901, 75.37499999999893
68, 727.5233574959183, 76.49999999999906
69, 724.1873856514903, 77.62499999999936
70, 728.3120910007672, 78.75000000000034
71, 720.73753123928, 79.87499999999946
72, 706.3542534865089, 80.99999999999923
73, 714.6303645135501, 82.12499999999908
74, 712.9745822469148, 83.24999999999982
75, 726.3758758915114, 84.3749999999995
76, 712.2980263363837, 85.49999999999915
77, 709.4941623564184, 86.6250000000002
78, 723.5143515396343, 87.74999999999862
79, 716.0791308837898, 88.87499999999935
80, 715.082145750588, 89.99999999999919
81, 715.2825343996587, 91.1250000000003
82, 712.3557204766967, 92.24999999999987
83, 732.8352485965677, 93.3749999999989
84, 730.7531275839809, 94.49999999999959
85, 722.5609979534149, 95.62499999999986
86, 716.7200907712461, 96.74999999999922
87, 714.7750920795959, 97.87499999999905
88, 708.0461432093152, 98.99999999999957
89, 720.4536229267758, 100.12499999999974
90, 707.1984554024131, 101.25000000000034
91, 718.8516779050335, 102.37499999999868
92, 690.3347523350669, 103.49999999999947
93, 708.1923133954458, 104.62499999999989
94, 707.0803161374173, 105.74999999999962
95, 692.5334762193221, 106.87499999999991
96, 708.2862282367295, 107.99999999999977
97, 698.869811951223, 109.12499999999957
98, 681.0713045718887, 110.24999999999902
99, 715.4758960812366, 111.375
100, 686.0916307135068, 112.50000000000026
101, 711.8648445977353, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 362.0014578869958, 1.124999999999985
2, 356.32667826308364, 2.24999999999997
3, 372.3610818979643, 3.374999999999993
4, 376.7198056051491, 4.49999999999994
5, 388.97938022844994, 5.624999999999949
6, 401.8128854190221, 6.749999999999986
7, 420.5311321338587, 7.874999999999969
8, 405.3866685444572, 8.99999999999988
9, 413.46554294888153, 10.124999999999904
