-------------------------------------------------------
Greedy experiments over Random
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 594.0358437790169, 1.124999999999985
2, 609.0839504654839, 2.24999999999997
3, 628.8993658099965, 3.374999999999993
4, 636.4237020747274, 4.49999999999994
5, 654.3596838351164, 5.624999999999949
6, 664.8144156266322, 6.749999999999986
7, 659.6810938944861, 7.874999999999969
8, 691.7256229137395, 8.99999999999988
9, 684.5272202017461, 10.124999999999904
10, 698.4010888399446, 11.249999999999899
11, 696.0654890414276, 12.374999999999947
12, 704.3581768317983, 13.499999999999972
13, 708.9011331718264, 14.624999999999904
14, 716.0998563002546, 15.749999999999938
15, 720.4763677039314, 16.87500000000004
16, 728.8824875523468, 17.99999999999976
17, 736.3993906480152, 19.124999999999766
18, 729.1424569696917, 20.249999999999808
19, 739.5025400097945, 21.374999999999787
20, 733.3341447838693, 22.499999999999797
21, 742.8197404706348, 23.624999999999897
22, 742.6502461631568, 24.749999999999893
23, 740.9068342319391, 25.87499999999987
24, 742.0292195978739, 26.999999999999943
25, 761.6702806412354, 28.125000000000064
26, 749.9313506181214, 29.249999999999808
27, 752.308171874187, 30.375000000000057
28, 765.6266407708415, 31.499999999999876
29, 763.3236272673932, 32.62499999999967
30, 760.1641714800373, 33.75000000000008
31, 769.8533448672099, 34.874999999999766
32, 785.4525655984072, 35.99999999999952
33, 771.6772794631443, 37.12499999999987
34, 777.4907836574355, 38.24999999999953
35, 773.0226714936158, 39.37500000000017
36, 781.5286641496893, 40.499999999999616
37, 774.5071812589302, 41.62499999999991
38, 773.4198659439451, 42.749999999999574
39, 770.175467101174, 43.87499999999931
40, 782.1197749407219, 44.999999999999595
41, 777.8781084784265, 46.124999999999936
42, 774.1246976777851, 47.249999999999794
43, 765.1273918461826, 48.37499999999961
44, 781.9650220885558, 49.49999999999979
45, 778.6851489068442, 50.62500000000017
46, 774.5511460007286, 51.74999999999974
47, 767.4849587022097, 52.87499999999981
48, 778.6389030246144, 53.999999999999886
49, 780.953735294014, 55.12499999999951
50, 777.2264904242645, 56.25000000000013
51, 778.5522781912348, 57.374999999999986
52, 777.0269781162415, 58.499999999999616
53, 770.1995758230111, 59.624999999999396
54, 783.0584509102358, 60.750000000000114
55, 774.193953472953, 61.874999999999865
56, 774.2515752471195, 62.99999999999975
57, 781.9112070419604, 64.1249999999995
58, 766.8270097388587, 65.24999999999935
59, 776.265035570908, 66.37500000000018
60, 774.3836986432291, 67.50000000000016
61, 775.6683825119896, 68.62499999999916
62, 783.3559969369605, 69.74999999999953
63, 772.5325388638911, 70.87500000000026
64, 778.0954402359099, 71.99999999999903
65, 775.4258655875863, 73.12499999999986
66, 767.3018928059159, 74.24999999999974
67, 771.1504538676384, 75.37499999999893
68, 773.2388666546638, 76.49999999999906
69, 767.9826423023774, 77.62499999999936
70, 770.5251190234096, 78.75000000000034
71, 770.2236496221449, 79.87499999999946
72, 767.1733776906914, 80.99999999999923
73, 766.1907244071622, 82.12499999999908
74, 771.1171607947623, 83.24999999999982
75, 764.3869940515332, 84.3749999999995
76, 768.9242584033357, 85.49999999999915
77, 763.97916137843, 86.6250000000002
78, 758.1397068291608, 87.74999999999862
79, 761.155926630707, 88.87499999999935
80, 754.6213962109322, 89.99999999999919
81, 759.2811985164857, 91.1250000000003
82, 765.7273693285362, 92.24999999999987
83, 758.1820952410017, 93.3749999999989
84, 752.2040037203524, 94.49999999999959
85, 751.3496000652957, 95.62499999999986
86, 753.6072383014634, 96.74999999999922
87, 755.2191124236703, 97.87499999999905
88, 753.7707176749307, 98.99999999999957
89, 755.5054019671214, 100.12499999999974
90, 752.8735253076462, 101.25000000000034
91, 748.476120423999, 102.37499999999868
92, 750.6734321639331, 103.49999999999947
93, 745.4297899504743, 104.62499999999989
94, 745.5834984895367, 105.74999999999962
95, 745.2391625671296, 106.87499999999991
96, 747.8256614896499, 107.99999999999977
97, 746.0348325365003, 109.12499999999957
98, 744.6828101848762, 110.24999999999902
99, 738.0007915836744, 111.375
100, 745.1978784941168, 112.50000000000026
101, 735.9352208843612, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 586.4854607214296, 1.124999999999985
2, 629.8027341080295, 2.24999999999997
3, 624.6784821940338, 3.374999999999993
4, 640.1968587688704, 4.49999999999994
5, 662.6943364876715, 5.624999999999949
6, 664.7181243934599, 6.749999999999986
7, 672.6051764336964, 7.874999999999969
8, 666.5485029061748, 8.99999999999988
9, 690.3416373085843, 10.124999999999904
