-------------------------------------------------------
Greedy experiments over Random
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 6.325514410500001, 1.124999999999985
2, 9.525403845000007, 2.24999999999997
3, 10.736981550000005, 3.374999999999993
4, 12.219965860500006, 4.49999999999994
5, 13.307638500000007, 5.624999999999949
6, 11.702420550000008, 6.749999999999986
7, 12.055141395000009, 7.874999999999969
8, 12.501685395000003, 8.99999999999988
9, 13.103029845000004, 10.124999999999904
10, 12.89569950000001, 11.249999999999899
11, 12.312071550000004, 12.374999999999947
12, 11.750143500000004, 13.499999999999972
13, 12.804060240000004, 14.624999999999904
14, 11.609576550000009, 15.749999999999938
15, 13.806445050000008, 16.87500000000004
16, 13.496944500000003, 17.99999999999976
17, 12.508347600000004, 19.124999999999766
18, 13.642993845000007, 20.249999999999808
19, 13.575923100000006, 21.374999999999787
20, 13.291203690000007, 22.499999999999797
21, 14.538076740000008, 23.624999999999897
22, 13.52597400000001, 24.749999999999893
23, 14.118304500000008, 25.87499999999987
24, 13.89469500000001, 26.999999999999943
25, 14.27478705000001, 28.125000000000064
26, 13.198708845000002, 29.249999999999808
27, 13.595139000000007, 30.375000000000057
28, 12.387042945000006, 31.499999999999876
29, 14.269852845000003, 32.62499999999967
30, 14.250464550000004, 33.75000000000008
31, 14.046731550000004, 34.874999999999766
32, 13.597929000000008, 35.99999999999952
33, 13.15359589500001, 37.12499999999987
34, 12.145463100000004, 38.24999999999953
35, 15.028366050000006, 39.37500000000017
36, 12.710893500000001, 40.499999999999616
37, 13.39804039500001, 41.62499999999991
38, 12.735725305500004, 42.749999999999574
39, 13.02457385695501, 43.87499999999931
40, 13.587709500000008, 44.999999999999595
41, 13.484292345000004, 46.124999999999936
42, 13.655714895000003, 47.249999999999794
43, 13.152429000000001, 48.37499999999961
44, 12.960080550000006, 49.49999999999979
45, 13.955809500000006, 50.62500000000017
46, 13.231213074450002, 51.74999999999974
47, 13.963654566000002, 52.87499999999981
48, 13.487829345000005, 53.999999999999886
49, 12.200611050000003, 55.12499999999951
50, 14.062325895000006, 56.25000000000013
51, 13.223088000000004, 57.374999999999986
52, 14.803333650000004, 58.499999999999616
53, 13.474012360500007, 59.624999999999396
54, 14.219311050000007, 60.750000000000114
55, 13.840817445000003, 61.874999999999865
56, 13.497039000000006, 62.99999999999975
57, 14.705694000000005, 64.1249999999995
58, 13.4042445, 65.24999999999935
59, 14.18265094500001, 66.37500000000018
60, 13.797302445, 67.50000000000016
61, 13.771401205500002, 68.62499999999916
62, 13.647833100000005, 69.74999999999953
63, 13.674997845000004, 70.87500000000026
64, 14.331743410500005, 71.99999999999903
65, 13.80154860000001, 73.12499999999986
66, 13.859248500000007, 74.24999999999974
67, 14.615854649999998, 75.37499999999893
68, 13.99276350000001, 76.49999999999906
69, 14.343289740000003, 77.62499999999936
70, 14.209819960500008, 78.75000000000034
71, 12.113270550000005, 79.87499999999946
72, 13.388491395000003, 80.99999999999923
73, 14.091538500000002, 82.12499999999908
74, 14.008653000000006, 83.24999999999982
75, 14.315453100000003, 84.3749999999995
76, 14.472782100000003, 85.49999999999915
77, 13.463979345000007, 86.6250000000002
78, 14.439032100000002, 87.74999999999862
79, 13.277442600000006, 88.87499999999935
80, 13.149094500000007, 89.99999999999919
81, 13.75398450000001, 91.1250000000003
82, 15.145667100000008, 92.24999999999987
83, 13.105521945000007, 93.3749999999989
84, 13.898156305500004, 94.49999999999959
85, 13.79739915000001, 95.62499999999986
86, 13.929965550000006, 96.74999999999922
87, 13.043812869450008, 97.87499999999905
88, 15.965118, 98.99999999999957
89, 14.955479100000009, 100.12499999999974
90, 14.344860150000002, 101.25000000000034
91, 14.648328495000001, 102.37499999999868
92, 13.847066550000008, 103.49999999999947
93, 13.593419550000004, 104.62499999999989
94, 13.354051500000008, 105.74999999999962
95, 14.376366424804507, 106.87499999999991
96, 15.525574650000005, 107.99999999999977
97, 15.106284000000002, 109.12499999999957
98, 13.686268500000002, 110.24999999999902
99, 14.032306845000008, 111.375
100, 14.700729690000006, 112.50000000000026
101, 14.787617445000006, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.491941550000002, 1.124999999999985
2, 9.939663922005003, 2.24999999999997
3, 9.483718500000005, 3.374999999999993
4, 10.905817419450008, 4.49999999999994
5, 12.324829785304505, 5.624999999999949
6, 11.338522290000009, 6.749999999999986
7, 13.307917837324055, 7.874999999999969
8, 11.897081550000008, 8.99999999999988
9, 12.151584000000007, 10.124999999999904
