-------------------------------------------------------
Greedy experiments over RegularLattice
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.634450871000003, 1.124999999999985
2, 8.613130076824053, 2.24999999999997
3, 13.014940050000003, 3.374999999999993
4, 12.328235410500008, 4.49999999999994
5, 14.547522690000005, 5.624999999999949
6, 13.913685000000006, 6.749999999999986
7, 13.453009650000002, 7.874999999999969
8, 16.467208821000007, 8.99999999999988
9, 14.6788555455, 10.124999999999904
10, 16.910096894010003, 11.249999999999899
11, 17.163467100000002, 12.374999999999947
12, 17.132008050000003, 13.499999999999972
13, 16.489606050000006, 14.624999999999904
14, 17.163054495000004, 15.749999999999938
15, 19.172897100000004, 16.87500000000004
16, 17.75067844500001, 17.99999999999976
17, 18.2264632039115, 19.124999999999766
18, 18.0568476, 20.249999999999808
19, 17.291034000000003, 21.374999999999787
20, 18.880339995, 22.499999999999797
21, 19.599577290000003, 23.624999999999897
22, 18.774088969950004, 24.749999999999893
23, 17.89294210425451, 25.87499999999987
24, 18.762678000000008, 26.999999999999943
25, 19.780619895000005, 28.125000000000064
26, 19.173560895, 29.249999999999808
27, 18.171723546274055, 30.375000000000057
28, 19.239492600000005, 31.499999999999876
29, 19.165186395, 32.62499999999967
30, 20.053469493900007, 33.75000000000008
31, 20.058466050000007, 34.874999999999766
32, 19.83689452980451, 35.99999999999952
33, 17.43834770550001, 37.12499999999987
34, 19.981580894999997, 38.24999999999953
35, 19.83094065, 39.37500000000017
36, 18.993603024450007, 40.499999999999616
37, 19.556542845000006, 41.62499999999991
38, 19.4944221, 42.749999999999574
39, 20.461938345000004, 43.87499999999931
40, 18.92751750000001, 44.999999999999595
41, 19.057863100500008, 46.124999999999936
42, 20.105251074450003, 47.249999999999794
43, 21.357782099999994, 48.37499999999961
44, 18.569600919450007, 49.49999999999979
45, 19.12861269000001, 50.62500000000017
46, 20.544970879641646, 51.74999999999974
47, 19.332576945000007, 52.87499999999981
48, 18.773369550000005, 53.999999999999886
49, 19.310854050000007, 55.12499999999951
50, 21.1621768605, 56.25000000000013
51, 20.534323049999998, 57.374999999999986
52, 20.30899950000001, 58.499999999999616
53, 19.398744472005006, 59.624999999999396
54, 20.553665895, 60.750000000000114
55, 20.349493650000007, 61.874999999999865
56, 18.299146729950007, 62.99999999999975
57, 20.865389297171745, 64.1249999999995
58, 19.856892771000002, 65.24999999999935
59, 19.778620050000008, 66.37500000000018
60, 19.252896205500004, 67.50000000000016
61, 20.88507244500001, 68.62499999999916
62, 21.361489650000006, 69.74999999999953
63, 19.692393345000006, 70.87500000000026
64, 20.593177762005006, 71.99999999999903
65, 20.790175064445794, 73.12499999999986
66, 20.926031755500006, 74.24999999999974
67, 19.302821550000004, 75.37499999999893
68, 19.43383896945, 76.49999999999906
69, 20.543669550000004, 77.62499999999936
70, 20.785074749999996, 78.75000000000034
71, 21.4349713605, 79.87499999999946
72, 20.902249255500006, 80.99999999999923
73, 19.910410960499995, 82.12499999999908
74, 20.09144691945, 83.24999999999982
75, 21.110309919450017, 84.3749999999995
76, 22.251997845000012, 85.49999999999915
77, 21.426762599999996, 86.6250000000002
78, 20.692803504609, 87.74999999999862
79, 21.512456190000016, 88.87499999999935
80, 19.464205050000004, 89.99999999999919
81, 20.137805550000003, 91.1250000000003
82, 20.6579429518095, 92.24999999999987
83, 21.537509895000007, 93.3749999999989
84, 21.993952360500007, 94.49999999999959
85, 20.72036292914165, 95.62499999999986
86, 19.717762855500002, 96.74999999999922
87, 21.44108277103199, 97.87499999999905
88, 19.758821803946155, 98.99999999999957
89, 21.606353882505, 100.12499999999974
90, 21.063082050000006, 101.25000000000034
91, 20.728934550000005, 102.37499999999868
92, 19.561094550000004, 103.49999999999947
93, 20.050347600000006, 104.62499999999989
94, 19.902309511774046, 105.74999999999962
95, 20.815627029141645, 106.87499999999991
96, 21.342275550000004, 107.99999999999977
97, 20.543247000000004, 109.12499999999957
98, 19.653581767005008, 110.24999999999902
99, 21.10317799882906, 111.375
100, 22.39755660000001, 112.50000000000026
101, 19.488431574450004, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 7.831392840000004, 1.124999999999985
2, 11.916827410500005, 2.24999999999997
3, 11.883788100000006, 3.374999999999993
4, 12.825475293829058, 4.49999999999994
5, 12.414522600000005, 5.624999999999949
6, 14.312865024450005, 6.749999999999986
7, 13.777380000000004, 7.874999999999969
8, 15.452745714450007, 8.99999999999988
9, 16.4695197555, 10.124999999999904
10, 15.713842050000002, 11.249999999999899
