-------------------------------------------------------
Greedy experiments over ScaleFree
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 802.2763108304143, 1.124999999999985
2, 869.1932118014716, 2.24999999999997
3, 942.5944231404471, 3.374999999999993
4, 973.563741281461, 4.49999999999994
5, 1018.6393892903616, 5.624999999999949
6, 1037.4515796966514, 6.749999999999986
7, 1074.649042741311, 7.874999999999969
8, 1109.8119331615712, 8.99999999999988
9, 1135.9665945511565, 10.124999999999904
10, 1164.947026875268, 11.249999999999899
11, 1182.055424167808, 12.374999999999947
12, 1191.302107200106, 13.499999999999972
13, 1211.9481122078578, 14.624999999999904
14, 1231.1107498509546, 15.749999999999938
15, 1257.769063590587, 16.87500000000004
16, 1268.5610651250865, 17.99999999999976
17, 1283.5237706447792, 19.124999999999766
18, 1283.8844669676657, 20.249999999999808
19, 1301.3063676408883, 21.374999999999787
20, 1312.0513503132386, 22.499999999999797
21, 1320.6954914114328, 23.624999999999897
22, 1346.5238650672877, 24.749999999999893
23, 1334.3427214522465, 25.87499999999987
24, 1350.6299376715847, 26.999999999999943
25, 1357.3933759095055, 28.125000000000064
26, 1361.0890144983973, 29.249999999999808
27, 1376.9251302081486, 30.375000000000057
28, 1377.0653860786517, 31.499999999999876
29, 1390.2023048627489, 32.62499999999967
30, 1390.5004859408923, 33.75000000000008
31, 1400.9382049636288, 34.874999999999766
32, 1405.5553187726832, 35.99999999999952
33, 1406.3481432503308, 37.12499999999987
34, 1415.601536211394, 38.24999999999953
35, 1421.135984990092, 39.37500000000017
36, 1413.242008223486, 40.499999999999616
37, 1429.1214959476042, 41.62499999999991
38, 1432.434337921665, 42.749999999999574
39, 1441.390942379498, 43.87499999999931
40, 1450.7676233608595, 44.999999999999595
41, 1454.6801348226284, 46.124999999999936
42, 1452.6781540289714, 47.249999999999794
43, 1455.4756286317656, 48.37499999999961
44, 1466.1233757471748, 49.49999999999979
45, 1464.0709215942388, 50.62500000000017
46, 1486.5998643601583, 51.74999999999974
47, 1489.1907626093791, 52.87499999999981
48, 1491.5391142346602, 53.999999999999886
49, 1494.5497283200827, 55.12499999999951
50, 1510.3525187753967, 56.25000000000013
51, 1505.9642962193432, 57.374999999999986
52, 1516.9847823957155, 58.499999999999616
53, 1512.6306216339067, 59.624999999999396
54, 1514.0801319868801, 60.750000000000114
55, 1521.0689760746075, 61.874999999999865
56, 1530.5932955615347, 62.99999999999975
57, 1533.8547360615855, 64.1249999999995
58, 1539.480873574212, 65.24999999999935
59, 1528.6991760062951, 66.37500000000018
60, 1542.071642724839, 67.50000000000016
61, 1540.6588352012666, 68.62499999999916
62, 1543.9227326235923, 69.74999999999953
63, 1551.3187407792434, 70.87500000000026
64, 1560.5255732503265, 71.99999999999903
65, 1546.2983922078336, 73.12499999999986
66, 1551.0084555889912, 74.24999999999974
67, 1563.271280014646, 75.37499999999893
68, 1570.2762339856918, 76.49999999999906
69, 1568.4878884504124, 77.62499999999936
70, 1567.3631335816733, 78.75000000000034
71, 1562.66418432796, 79.87499999999946
72, 1571.390017122215, 80.99999999999923
73, 1576.0296785441071, 82.12499999999908
74, 1593.326937366925, 83.24999999999982
75, 1585.5730666307522, 84.3749999999995
76, 1585.8399413738555, 85.49999999999915
77, 1583.3318352629183, 86.6250000000002
78, 1588.012597156763, 87.74999999999862
79, 1595.7774657880937, 88.87499999999935
80, 1584.1620237400962, 89.99999999999919
81, 1593.347959683229, 91.1250000000003
82, 1599.6034021200915, 92.24999999999987
83, 1596.9573664907912, 93.3749999999989
84, 1599.4968703000952, 94.49999999999959
85, 1601.230681045019, 95.62499999999986
86, 1604.5318112615537, 96.74999999999922
87, 1610.8471753970227, 97.87499999999905
88, 1596.3762814500833, 98.99999999999957
89, 1604.9331740131108, 100.12499999999974
90, 1620.8702327092428, 101.25000000000034
91, 1617.2611229044119, 102.37499999999868
92, 1629.9117914462563, 103.49999999999947
93, 1618.176889313214, 104.62499999999989
94, 1625.1925491649058, 105.74999999999962
95, 1627.6301292640799, 106.87499999999991
96, 1623.3955098930478, 107.99999999999977
97, 1629.162319863155, 109.12499999999957
98, 1626.2452246516002, 110.24999999999902
99, 1628.2069061303039, 111.375
100, 1628.5691363340054, 112.50000000000026
101, 1624.9186844537146, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 802.2763108304143, 1.124999999999985
2, 869.1932118014716, 2.24999999999997
3, 942.5944231404471, 3.374999999999993
4, 973.563741281461, 4.49999999999994
5, 1018.6393892903616, 5.624999999999949
