-------------------------------------------------------
Greedy experiments over ScaleFree
-------------------------------------------------------

--- Parameters: [1.0, 0.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 17.261927550000003, 1.124999999999985
2, 18.669593960010005, 2.24999999999997
3, 20.798362300627492, 3.374999999999993
4, 19.6135689105, 4.49999999999994
5, 21.57612162250501, 5.624999999999949
6, 20.744212855500002, 6.749999999999986
7, 21.378664680304503, 7.874999999999969
8, 20.632275216000004, 8.99999999999988
9, 22.794240690000002, 10.124999999999904
10, 21.630189411, 11.249999999999899
11, 25.160743255500012, 12.374999999999947
12, 23.416164494999997, 13.499999999999972
13, 23.807616610500006, 14.624999999999904
14, 24.19620915710474, 15.749999999999938
15, 23.69428367445, 16.87500000000004
16, 23.602151124450003, 17.99999999999976
17, 25.052562495, 19.124999999999766
18, 25.71505506945001, 20.249999999999808
19, 25.614560956500004, 21.374999999999787
20, 25.964568841455, 22.499999999999797
21, 24.884623840500005, 23.624999999999897
22, 25.520568250500006, 24.749999999999893
23, 25.443519956955022, 25.87499999999987
24, 25.213291575304495, 26.999999999999943
25, 26.392936185000007, 28.125000000000064
26, 28.281682390500016, 29.249999999999808
27, 27.038293150500003, 30.375000000000057
28, 27.626551569450008, 31.499999999999876
29, 25.841056394254508, 32.62499999999967
30, 27.783323671500007, 33.75000000000008
31, 28.870064514450014, 34.874999999999766
32, 28.308644145, 35.99999999999952
33, 27.689989115254498, 37.12499999999987
34, 26.96507438940001, 38.24999999999953
35, 28.79986731039427, 39.37500000000017
36, 29.346224532259516, 40.499999999999616
37, 28.348587878449273, 41.62499999999991
38, 29.15436710495996, 42.749999999999574
39, 30.16452948389999, 43.87499999999931
40, 30.406694986759522, 44.999999999999595
41, 29.13251597496, 46.124999999999936
42, 28.30753143000001, 47.249999999999794
43, 29.854400294254514, 48.37499999999961
44, 30.39010766099999, 49.49999999999979
45, 29.318648085000017, 50.62500000000017
46, 29.30662900440001, 51.74999999999974
47, 29.647060799400002, 52.87499999999981
48, 29.798398719450013, 53.999999999999886
49, 29.22642661995001, 55.12499999999951
50, 30.712393294041654, 56.25000000000013
51, 31.171345060500006, 57.374999999999986
52, 33.38158113495, 58.499999999999616
53, 31.71405356967019, 59.624999999999396
54, 31.649907793004996, 60.750000000000114
55, 31.105209519450007, 61.874999999999865
56, 31.666685260905012, 62.99999999999975
57, 32.119868925000006, 64.1249999999995
58, 31.08447530144999, 65.24999999999935
59, 32.07862341551472, 66.37500000000018
60, 31.439750111824075, 67.50000000000016
61, 32.50796551227406, 68.62499999999916
62, 31.92216595195501, 69.74999999999953
63, 31.60453822650002, 70.87500000000026
64, 33.15195076428574, 71.99999999999903
65, 31.94945841190502, 73.12499999999986
66, 34.281181551784066, 74.24999999999974
67, 31.944159427324053, 75.37499999999893
68, 33.61824491444999, 76.49999999999906
69, 33.22760561099999, 77.62499999999936
70, 33.047292765509994, 78.75000000000034
71, 33.47565516495, 79.87499999999946
72, 31.876064766000006, 80.99999999999923
73, 32.998854145500026, 82.12499999999908
74, 35.15647770945001, 83.24999999999982
75, 32.645982424950006, 84.3749999999995
76, 32.7219228405, 85.49999999999915
77, 33.48676268127404, 86.6250000000002
78, 34.38299242683406, 87.74999999999862
79, 35.30666947500002, 88.87499999999935
80, 34.30633786650001, 89.99999999999919
81, 34.80869339725952, 91.1250000000003
82, 34.22517244677404, 92.24999999999987
83, 34.46087254195501, 93.3749999999989
84, 34.422423571031985, 94.49999999999959
85, 33.89880596445, 95.62499999999986
86, 34.19287398045, 96.74999999999922
87, 35.68749299230951, 97.87499999999905
88, 34.00430051200499, 98.99999999999957
89, 36.18352054514164, 100.12499999999974
90, 35.18460957628305, 101.25000000000034
91, 33.95082647695501, 102.37499999999868
92, 35.6229482805, 103.49999999999947
93, 36.30008031299259, 104.62499999999989
94, 35.37070766849165, 105.74999999999962
95, 36.364106177504986, 106.87499999999991
96, 36.333065848729056, 107.99999999999977
97, 34.78179784095001, 109.12499999999957
98, 35.56846992532904, 110.24999999999902
99, 36.818129745, 111.375
100, 36.131365989900004, 112.50000000000026
101, 37.360785654450005, 113.62499999999962
--- Parameters: [0.0, 1.0, 0.0] ------ 
--- Results found ---

Seeds, Benefit, Cost
1, 17.261927550000003, 1.124999999999985
2, 18.669593960010005, 2.24999999999997
3, 20.798362300627492, 3.374999999999993
4, 19.6135689105, 4.49999999999994
5, 21.57612162250501, 5.624999999999949
6, 20.744212855500002, 6.749999999999986
7, 21.378664680304503, 7.874999999999969
8, 20.632275216000004, 8.99999999999988
9, 22.794240690000002, 10.124999999999904
10, 21.630189411, 11.249999999999899
